index,breed_primary,size
1022,Black Labrador Retriever,Large
1023,German Shepherd Dog,Medium
1024,Boxer,Medium
1025,Pug,Small
1026,Chihuahua,Small
1027,Australian Cattle Dog / Blue Heeler,Medium
1028,Chihuahua,Small
1029,Cairn Terrier,Small
1030,Cairn Terrier,Small
1031,Chihuahua,Small
1032,Pit Bull Terrier,Small
1033,Shepherd,Small
1034,Pit Bull Terrier,Large
1035,Cocker Spaniel,Medium
1036,Chihuahua,Small
1037,Chihuahua,Small
1038,Pit Bull Terrier,Medium
1039,Chihuahua,Small
1040,Miniature Pinscher,Small
1041,Pit Bull Terrier,Large
1042,German Shepherd Dog,Large
1043,Pit Bull Terrier,Large
1044,Pit Bull Terrier,Large
1045,Pit Bull Terrier,Large
1046,German Shepherd Dog,Large
1047,German Shepherd Dog,Medium
1048,Chihuahua,Small
1049,Australian Shepherd,Large
1050,Pit Bull Terrier,Large
1051,German Shepherd Dog,Large
1052,Pit Bull Terrier,Large
1053,Papillon,Small
1054,Chihuahua,Small
1055,Chihuahua,Small
1056,Pit Bull Terrier,Medium
1057,Doberman Pinscher,Large
1058,Pit Bull Terrier,Medium
1059,Labrador Retriever,Large
1060,Pit Bull Terrier,Medium
1061,Husky,Large
1062,Bull Terrier,Medium
1063,Terrier,Medium
1064,Siberian Husky,Large
1065,American Staffordshire Terrier,Large
1066,Terrier,Large
1067,Border Collie,Large
1068,Mixed Breed,Small
1069,Pit Bull Terrier,Large
1070,Pit Bull Terrier,Large
1071,Boxer,Large
1072,Cattle Dog,Medium
1073,Border Collie,Medium
1074,Border Collie,Medium
1075,Mixed Breed,Medium
1076,Cattle Dog,Large
1077,Pit Bull Terrier,Large
1078,Shepherd,Large
1079,Pointer,Large
1080,Pit Bull Terrier,Large
1081,Husky,Medium
1082,Mixed Breed,Large
1083,Husky,Medium
1084,American Staffordshire Terrier,Medium
1085,Terrier,Small
1086,Siberian Husky,Large
1087,Labrador Retriever,Large
1088,Shepherd,Medium
1089,Shepherd,Large
1090,Shepherd,Medium
1091,Siberian Husky,Large
1092,Chihuahua,Small
1093,Labrador Retriever,Large
1094,American Staffordshire Terrier,Medium
1095,English Bulldog,Medium
1096,Cattle Dog,Medium
1097,Australian Shepherd,Medium
1098,Pit Bull Terrier,Medium
1099,Shih Tzu,Small
1100,Pointer,Large
1101,Black Labrador Retriever,Medium
1102,Labrador Retriever,Medium
1103,Pit Bull Terrier,Medium
1104,Mastiff,Medium
1105,Weimaraner,Medium
1106,Rottweiler,Medium
1107,Pit Bull Terrier,Medium
1108,Brittany Spaniel,Medium
1109,Pit Bull Terrier,Medium
1110,Pit Bull Terrier,Medium
1111,Tibetan Mastiff,Medium
1112,Labrador Retriever,Medium
1113,Catahoula Leopard Dog,Medium
1114,Pit Bull Terrier,Medium
1115,Pit Bull Terrier,Medium
1116,Pit Bull Terrier,Medium
1117,Anatolian Shepherd,Medium
1118,Black Labrador Retriever,Medium
1119,Pit Bull Terrier,Medium
1120,Pit Bull Terrier,Medium
1121,Australian Cattle Dog / Blue Heeler,Medium
1122,German Shorthaired Pointer,Medium
1123,Labrador Retriever,Medium
1124,Labrador Retriever,Medium
1125,Dachshund,Medium
1126,Pit Bull Terrier,Medium
1127,Pit Bull Terrier,Large
1128,American Staffordshire Terrier,Large
1129,Pit Bull Terrier,Large
1130,Poodle,Medium
1131,Doberman Pinscher,Large
1132,Australian Cattle Dog / Blue Heeler,Medium
1133,Dachshund,Small
1134,Australian Shepherd,Medium
1135,Australian Cattle Dog / Blue Heeler,Medium
1136,German Shepherd Dog,Large
1137,German Shepherd Dog,Large
1138,Boxer,Medium
1139,Labrador Retriever,Large
1140,Chihuahua,Small
1141,Shepherd,Large
1142,Shepherd,Large
1143,Labrador Retriever,Medium
1144,English Bulldog,Medium
1145,Shepherd,Large
1146,Cattle Dog,Medium
1147,Shepherd,Medium
1148,German Shepherd Dog,Large
1149,Pomeranian,Small
1150,Labrador Retriever,Large
1151,Cattle Dog,Medium
1152,Staffordshire Bull Terrier,Large
1153,Coonhound,Medium
1154,Pit Bull Terrier,Large
1155,American Staffordshire Terrier,Medium
1156,Pit Bull Terrier,Large
1157,Shepherd,Large
1158,Labrador Retriever,Large
1159,Jindo,Medium
1160,Pit Bull Terrier,Large
1161,Boxer,Small
1162,Mixed Breed,Medium
1163,Labrador Retriever,Large
1164,Shepherd,Large
1165,Chihuahua,Small
1166,Chihuahua,Small
1167,American Staffordshire Terrier,Large
1168,Black Labrador Retriever,Medium
1169,German Shepherd Dog,Large
1170,Cattle Dog,Large
1171,Labrador Retriever,Large
1172,Yorkshire Terrier,Small
1173,Husky,Large
1174,Chihuahua,Small
1175,Chihuahua,Small
1176,Pit Bull Terrier,Medium
1177,Shepherd,Large
1178,Labrador Retriever,Large
1179,Miniature Pinscher,Medium
1180,Boxer,Medium
1181,Labrador Retriever,Medium
1182,Boxer,Medium
1183,Corgi,Small
1184,Husky,Large
1185,Great Dane,Extra Large
1186,Boxer,Large
1187,Australian Shepherd,Medium
1188,German Shepherd Dog,Medium
1189,German Shepherd Dog,Medium
1190,Pit Bull Terrier,Medium
1191,Miniature Pinscher,Small
1192,Shepherd,Large
1193,Rottweiler,Large
1194,Labrador Retriever,Large
1195,Australian Cattle Dog / Blue Heeler,Medium
1196,Australian Shepherd,Medium
1197,German Shepherd Dog,Large
1198,German Shepherd Dog,Large
1199,Cairn Terrier,Small
1200,Chihuahua,Small
1201,Chihuahua,Small
1202,Border Collie,Medium
1203,Australian Cattle Dog / Blue Heeler,Large
1204,Chihuahua,Small
1205,Pit Bull Terrier,Large
1206,Boxer,Large
1207,Chow Chow,Large
1208,Yellow Labrador Retriever,Medium
1209,Pit Bull Terrier,Medium
1210,Pit Bull Terrier,Medium
1211,Cattle Dog,Medium
1212,German Shepherd Dog,Large
1213,Saint Bernard,Extra Large
1214,Border Collie,Medium
1215,Border Collie,Medium
1216,Terrier,Large
1217,Staffordshire Bull Terrier,Medium
1218,Jack Russell Terrier,Small
1219,German Shepherd Dog,Large
1220,German Shepherd Dog,Large
1221,German Shepherd Dog,Large
1222,German Shepherd Dog,Large
1223,German Shepherd Dog,Large
1224,Xoloitzcuintli / Mexican Hairless,Small
1225,Catahoula Leopard Dog,Medium
1226,Cattle Dog,Medium
1227,Saint Bernard,Extra Large
1228,Saint Bernard,Extra Large
1229,Yellow Labrador Retriever,Medium
1230,Australian Shepherd,Medium
1231,Pit Bull Terrier,Large
1232,Husky,Medium
1233,Saint Bernard,Extra Large
1234,Saint Bernard,Extra Large
1235,Poodle,Small
1236,Black Labrador Retriever,Medium
1237,Boxer,Medium
1238,Pit Bull Terrier,Medium
1239,Retriever,Medium
1240,Australian Kelpie,Medium
1241,Doberman Pinscher,Medium
1242,Dachshund,Small
1243,Dachshund,Small
1244,Pointer,Medium
1245,German Shepherd Dog,Medium
1246,Labrador Retriever,Medium
1247,Labrador Retriever,Large
1248,German Shepherd Dog,Large
1249,German Shepherd Dog,Large
1250,Staffordshire Bull Terrier,Medium
1251,Pit Bull Terrier,Large
1252,Labrador Retriever,Large
1253,German Shepherd Dog,Large
1254,Terrier,Small
1255,Chihuahua,Small
1256,Chihuahua,Small
1257,Dogo Argentino,Large
1258,English Foxhound,Medium
1259,Pomeranian,Small
1260,Pit Bull Terrier,Medium
1261,German Shepherd Dog,Medium
1262,Pit Bull Terrier,Large
1263,Catahoula Leopard Dog,Medium
1264,Labrador Retriever,Large
1265,Coonhound,Large
1266,Alaskan Malamute,Large
1267,American Staffordshire Terrier,Large
1268,Terrier,Small
1269,Chihuahua,Small
1270,American Staffordshire Terrier,Medium
1271,Miniature Pinscher,Small
1272,Labrador Retriever,Medium
1273,Pit Bull Terrier,Large
1274,Chihuahua,Small
1275,Chihuahua,Small
1276,Chihuahua,Small
1277,Pit Bull Terrier,Large
1278,Chihuahua,Small
1279,Wirehaired Terrier,Small
1280,Pit Bull Terrier,Medium
1281,German Shepherd Dog,Medium
1282,German Shepherd Dog,Medium
1283,Dachshund,Medium
1284,German Shepherd Dog,Large
1285,Mastiff,Extra Large
1286,Dachshund,Small
1287,Shar-Pei,Large
1288,Australian Cattle Dog / Blue Heeler,Large
1289,Chihuahua,Small
1290,Miniature Pinscher,Small
1291,Rottweiler,Medium
1292,Labrador Retriever,Medium
1293,Husky,Large
1294,Great Pyrenees,Large
1295,Siberian Husky,Large
1296,Shepherd,Large
1297,American Staffordshire Terrier,Large
1298,Shih Tzu,Small
1299,Pomeranian,Small
1300,American Staffordshire Terrier,Large
1301,American Staffordshire Terrier,Large
1302,Chihuahua,Small
1303,Chihuahua,Small
1304,Chihuahua,Small
1305,Pit Bull Terrier,Large
1306,Miniature Poodle,Small
1307,Chihuahua,Small
1308,Terrier,Medium
1309,Mastiff,Extra Large
1310,Pit Bull Terrier,Large
1311,German Shepherd Dog,Large
1312,Chihuahua,Small
1313,American Staffordshire Terrier,Large
1314,Pit Bull Terrier,Medium
1315,Australian Cattle Dog / Blue Heeler,Medium
1316,Poodle,Medium
1317,Pit Bull Terrier,Medium
1318,German Shepherd Dog,Large
1319,Pit Bull Terrier,Large
1320,Terrier,Small
1321,Spaniel,Medium
1322,Border Collie,Medium
1323,Cattle Dog,Medium
1324,Chihuahua,Medium
1325,Rat Terrier,Small
1326,Rat Terrier,Small
1327,Border Collie,Medium
1328,Terrier,Small
1329,Chihuahua,Small
1330,Siberian Husky,Large
1331,German Shepherd Dog,Large
1332,Chihuahua,Small
1333,Dachshund,Medium
1334,Chihuahua,Small
1335,Australian Shepherd,Large
1336,German Shepherd Dog,Large
1337,Pit Bull Terrier,Medium
1338,Chihuahua,Small
1339,Pit Bull Terrier,Large
1340,Dachshund,Medium
1341,Dachshund,Small
1342,Chihuahua,Small
1343,Chihuahua,Small
1344,Labrador Retriever,Large
1345,Chihuahua,Small
1346,Retriever,Large
1347,American Bulldog,Large
1348,Chihuahua,Small
1349,Rottweiler,Large
1350,Shepherd,Large
1351,Chihuahua,Small
1352,Chihuahua,Small
1353,Border Collie,Medium
1354,Hound,Medium
1355,Hound,Medium
1356,Hound,Medium
1357,Hound,Medium
1358,Labrador Retriever,Medium
1359,Chihuahua,Small
1360,Terrier,Small
1361,Eskimo Dog,Medium
1362,Chihuahua,Small
1363,Labrador Retriever,Medium
1364,Terrier,Small
1365,Catahoula Leopard Dog,Medium
1366,Pit Bull Terrier,Large
1367,Border Collie,Medium
1368,Chow Chow,Medium
1369,Labrador Retriever,Medium
1370,Dachshund,Small
1371,German Shepherd Dog,Large
1372,Pit Bull Terrier,Large
1373,Pit Bull Terrier,Large
1374,Pit Bull Terrier,Large
1375,Pit Bull Terrier,Large
1376,Papillon,Small
1377,Doberman Pinscher,Medium
1378,Boxer,Medium
1379,Boxer,Large
1380,Staffordshire Bull Terrier,Large
1381,Labrador Retriever,Large
1382,American Bulldog,Large
1383,Pit Bull Terrier,Large
1384,Parson Russell Terrier,Small
1385,Australian Cattle Dog / Blue Heeler,Medium
1386,Rat Terrier,Small
1387,German Shepherd Dog,Large
1388,Chow Chow,Medium
1389,Mixed Breed,Medium
1390,Mixed Breed,Medium
1391,Pit Bull Terrier,Medium
1392,German Shepherd Dog,Large
1393,Pit Bull Terrier,Medium
1394,Pit Bull Terrier,Medium
1395,Pit Bull Terrier,Medium
1396,Chihuahua,Small
1397,Pit Bull Terrier,Medium
1398,Chihuahua,Small
1399,Pit Bull Terrier,Large
1400,Plott Hound,Large
1401,Plott Hound,Large
1402,Plott Hound,Large
1403,Plott Hound,Large
1404,Plott Hound,Large
1405,Pit Bull Terrier,Large
1406,Black Mouth Cur,Medium
1407,Shepherd,Medium
1408,Shepherd,Medium
1409,Chihuahua,Small
1410,French Bulldog,Small
1411,Siberian Husky,Large
1412,Labrador Retriever,Medium
1413,Pit Bull Terrier,Large
1414,Pit Bull Terrier,Large
1415,Pit Bull Terrier,Medium
1416,Samoyed,Large
1417,Labrador Retriever,Small
1418,Pit Bull Terrier,Large
1419,Mixed Breed,Medium
1420,Shepherd,Large
1421,Pit Bull Terrier,Medium
1422,American Bulldog,Large
1423,Rottweiler,Large
1424,German Shepherd Dog,Large
1425,Pit Bull Terrier,Medium
1426,Great Dane,Large
1427,German Shepherd Dog,Large
1428,Shepherd,Large
1429,Boxer,Medium
1430,Dachshund,Small
1431,Terrier,Small
1432,Terrier,Small
1433,German Shepherd Dog,Large
1434,Beagle,Medium
1435,Pit Bull Terrier,Large
1436,Pit Bull Terrier,Medium
1437,Chihuahua,Small
1438,Catahoula Leopard Dog,Medium
1439,Catahoula Leopard Dog,Medium
1440,Pit Bull Terrier,Medium
1441,Chihuahua,Small
1442,Pit Bull Terrier,Medium
1443,Akbash,Large
1444,Pit Bull Terrier,Large
1445,Pit Bull Terrier,Large
1446,Great Pyrenees,Large
1447,Great Pyrenees,Medium
1448,Great Pyrenees,Medium
1449,Akita,Medium
1450,Boxer,Large
1451,Labrador Retriever,Large
1452,Border Collie,Medium
1453,Husky,Medium
1454,Husky,Medium
1455,Husky,Large
1456,Pit Bull Terrier,Medium
1457,Pit Bull Terrier,Medium
1458,Pit Bull Terrier,Medium
1459,Pit Bull Terrier,Medium
1460,German Shepherd Dog,Large
1461,Pit Bull Terrier,Large
1462,Pit Bull Terrier,Large
1463,Shar-Pei,Large
1464,Boxer,Large
1465,Chihuahua,Small
1466,Pit Bull Terrier,Medium
1467,Rat Terrier,Small
1468,Chow Chow,Large
1469,Chihuahua,Small
1470,Beagle,Small
1471,Pit Bull Terrier,Medium
1472,Pit Bull Terrier,Medium
1473,Pit Bull Terrier,Large
1474,Pit Bull Terrier,Large
1475,German Shepherd Dog,Large
1476,German Shepherd Dog,Large
1477,German Shepherd Dog,Large
1478,Belgian Shepherd / Malinois,Medium
1479,Pit Bull Terrier,Medium
1480,Chow Chow,Medium
1481,Pit Bull Terrier,Medium
1482,Plott Hound,Large
1483,Pit Bull Terrier,Large
1484,Terrier,Medium
1485,Pit Bull Terrier,Medium
1486,Pit Bull Terrier,Large
1487,Rat Terrier,Small
1488,Terrier,Small
1489,Pit Bull Terrier,Large
1490,Labrador Retriever,Large
1491,Pit Bull Terrier,Medium
1492,Pit Bull Terrier,Medium
1493,Pit Bull Terrier,Medium
1494,Pit Bull Terrier,Medium
1495,Pit Bull Terrier,Large
1496,Rottweiler,Large
1497,Pit Bull Terrier,Large
1498,Chihuahua,Small
1499,Chow Chow,Medium
1500,Labrador Retriever,Large
1501,American Bulldog,Large
1502,German Shepherd Dog,Large
1503,Pit Bull Terrier,Medium
1504,Pit Bull Terrier,Medium
1505,Pit Bull Terrier,Medium
1506,Labrador Retriever,Large
1507,Pit Bull Terrier,Large
1508,Labrador Retriever,Large
1509,Pit Bull Terrier,Large
1510,Jack Russell Terrier,Medium
1511,American Staffordshire Terrier,Medium
1512,Boxer,Large
1513,American Bulldog,Large
1514,Rat Terrier,Small
1515,American Staffordshire Terrier,Medium
1516,American Bulldog,Medium
1517,American Staffordshire Terrier,Medium
1518,American Bulldog,Medium
1519,Pit Bull Terrier,Large
1520,Pit Bull Terrier,Medium
1521,Chihuahua,Small
1522,Chihuahua,Small
1523,Mastiff,Large
1524,Basenji,Small
1525,Pit Bull Terrier,Medium
1526,Pointer,Medium
1527,Jack Russell Terrier,Medium
1528,German Shepherd Dog,Large
1529,Terrier,Small
1530,Cocker Spaniel,Medium
1531,German Shepherd Dog,Large
1532,German Shepherd Dog,Large
1533,German Shepherd Dog,Large
1534,Pit Bull Terrier,Medium
1535,German Shepherd Dog,Large
1536,Pit Bull Terrier,Medium
1537,German Shepherd Dog,Large
1538,German Shepherd Dog,Large
1539,Jack Russell Terrier,Small
1540,Pit Bull Terrier,Medium
1541,Labrador Retriever,Large
1542,Chihuahua,Small
1543,Cocker Spaniel,Medium
1544,Cattle Dog,Small
1545,Boxer,Medium
1546,Pit Bull Terrier,Medium
1547,Pit Bull Terrier,Medium
1548,Pit Bull Terrier,Large
1549,Beagle,Small
1550,Pit Bull Terrier,Large
1551,Chihuahua,Small
1552,German Shepherd Dog,Large
1553,Chow Chow,Medium
1554,English Bulldog,Medium
1555,Pit Bull Terrier,Medium
1556,Pit Bull Terrier,Large
1557,Shepherd,Medium
1558,Terrier,Small
1559,Chow Chow,Medium
1560,Pit Bull Terrier,Large
1561,Rat Terrier,Small
1562,Bull Terrier,Medium
1563,Papillon,Small
1564,Chihuahua,Small
1565,Pit Bull Terrier,Large
1566,Terrier,Small
1567,American Bulldog,Large
1568,Siberian Husky,Large
1569,Dachshund,Small
1570,Chihuahua,Small
1571,German Shepherd Dog,Extra Large
1572,Pit Bull Terrier,Medium
1573,American Staffordshire Terrier,Medium
1574,American Staffordshire Terrier,Medium
1575,Great Pyrenees,Extra Large
1576,Great Pyrenees,Large
1577,Cocker Spaniel,Medium
1578,American Staffordshire Terrier,Large
1579,Chihuahua,Small
1580,Pit Bull Terrier,Medium
1581,German Shepherd Dog,Large
1582,Cocker Spaniel,Medium
1583,German Shepherd Dog,Large
1584,Miniature Pinscher,Small
1585,Pit Bull Terrier,Medium
1586,German Shepherd Dog,Medium
1587,Beagle,Medium
1588,German Shepherd Dog,Large
1589,Labrador Retriever,Medium
1590,Pit Bull Terrier,Medium
1591,Pit Bull Terrier,Medium
1592,Pit Bull Terrier,Medium
1593,Pit Bull Terrier,Medium
1594,Pit Bull Terrier,Large
1595,Pit Bull Terrier,Medium
1596,Pit Bull Terrier,Large
1597,Pit Bull Terrier,Medium
1598,Rat Terrier,Small
1599,Papillon,Small
1600,Chihuahua,Small
1601,Hound,Medium
1602,Pit Bull Terrier,Medium
1603,Dachshund,Small
1604,German Shepherd Dog,Medium
1605,Mastiff,Large
1606,Staffordshire Bull Terrier,Large
1607,Pit Bull Terrier,Medium
1608,Labrador Retriever,Medium
1609,Dachshund,Medium
1610,Hound,Medium
1611,Labrador Retriever,Medium
1612,Cocker Spaniel,Medium
1613,Pit Bull Terrier,Medium
1614,German Shepherd Dog,Large
1615,German Shepherd Dog,Large
1616,Chihuahua,Small
1617,Maltese,Small
1618,Basset Hound,Medium
1619,Pit Bull Terrier,Large
1620,Golden Retriever,Small
1621,Pit Bull Terrier,Medium
1622,Pit Bull Terrier,Medium
1623,Pit Bull Terrier,Medium
1624,Chihuahua,Small
1625,German Shepherd Dog,Large
1626,Chihuahua,Small
1627,Chihuahua,Small
1628,Australian Cattle Dog / Blue Heeler,Medium
1629,Chihuahua,Small
1630,German Shepherd Dog,Large
1631,Chihuahua,Small
1632,German Shepherd Dog,Large
1633,German Shepherd Dog,Large
1634,Pug,Small
1635,Chihuahua,Small
1636,Bullmastiff,Large
1637,Pit Bull Terrier,Medium
1638,Pit Bull Terrier,Medium
1639,Pit Bull Terrier,Medium
1640,Chihuahua,Small
1641,Border Collie,Large
1642,German Shepherd Dog,Large
1643,Chihuahua,Small
1644,Chow Chow,Medium
1645,Border Collie,Medium
1646,Pug,Small
1647,Lhasa Apso,Medium
1648,Whippet,Medium
1649,Pit Bull Terrier,Medium
1650,Dachshund,Small
1651,German Shepherd Dog,Large
1652,Pit Bull Terrier,Medium
1653,Great Pyrenees,Extra Large
1654,Pit Bull Terrier,Medium
1655,Pit Bull Terrier,Medium
1656,American Staffordshire Terrier,Large
1657,American Staffordshire Terrier,Medium
1658,Boxer,Large
1659,Catahoula Leopard Dog,Large
1660,Chihuahua,Small
1661,German Shepherd Dog,Medium
1662,Pit Bull Terrier,Large
1663,American Staffordshire Terrier,Large
1664,Border Collie,Large
1665,German Wirehaired Pointer,Medium
1666,Bull Terrier,Large
1667,Pit Bull Terrier,Medium
1668,Pit Bull Terrier,Large
1669,Pit Bull Terrier,Medium
1670,Pit Bull Terrier,Medium
1671,Staffordshire Bull Terrier,Medium
1672,American Staffordshire Terrier,Large
1673,Labrador Retriever,Large
1674,Maremma Sheepdog,Large
1675,Pit Bull Terrier,Medium
1676,Pomeranian,Small
1677,Pit Bull Terrier,Medium
1678,Pit Bull Terrier,Medium
1679,German Shepherd Dog,Large
1680,German Shepherd Dog,Medium
1681,Chihuahua,Small
1682,Rat Terrier,Small
1683,Cairn Terrier,Small
1684,Dachshund,Small
1685,Pug,Small
1686,Boxer,Large
1687,Pit Bull Terrier,Large
1688,Pit Bull Terrier,Large
1689,Pit Bull Terrier,Large
1690,Boxer,Small
1691,Boxer,Small
1692,Boxer,Small
1693,Border Collie,Medium
1694,Miniature Pinscher,Small
1695,Dachshund,Small
1696,Parson Russell Terrier,Small
1697,Chihuahua,Small
1698,Border Collie,Large
1699,Fox Terrier,Small
1700,Patterdale Terrier / Fell Terrier,Small
1701,Patterdale Terrier / Fell Terrier,Small
1702,Rottweiler,Large
1703,Chihuahua,Small
1704,Pit Bull Terrier,Large
